modified,license,rightsHolder,bibliographicCitation,references,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,informationWithheld,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,lifeStage,preparations,otherCatalogNumbers,samplingProtocol,samplingEffort,eventDate,eventTime,year,month,day,verbatimEventDate,habitat,country,stateProvince,county,municipality,locality,locationRemarks,verbatimCoordinates,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceRemarks,identifiedBy,dateIdentified,scientificName,genus,specificEpithet,scientificNameAuthorship
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:eda6136f-d9ba- 4620- 9d3d- 0a919c202c12,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:40,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:38b99e3c-3810- 4487- ae7b- 0dad3458dad3,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:40,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:c0d33ebe-273b- 4ff8- 8fbd- 2918377a7b5e,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:40,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:2bd36a33-e724- 492c- 95ea- 041e557e9193,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:41,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:cebf7d59-73d5- 4c4d- bad6- e39e95c6a0eb,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:41,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:611cbe4b-39cd- 4c0f- 9888- b79032c867da,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:41,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:f8c03ffe-079b- 4101- a952- 93c2223eb71f,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:42,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:dfb3557d-78aa- 4c46- 871d- 70df22d22a4e,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:44,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:6934355e-fb31- 4511- 8f3e- cc891ced970b,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:44,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:63362cbb-9867- 4d03- b0db- 99f926c08582,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:44,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:4c9e12cb-aee1- 4488- b8dd- 8c53f1699160,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:44,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:abc982ce-01b1- 4c67- b154- a826c525ae6e,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:44,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:64642bed-111d- 4f82- b46e- d928b30374b3,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:45,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:6d6c56ac-4aff- 4571- ad25- 8927f177fbd7,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:45,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:84e7a64e-83ca- 47ec- 839d- 7b57324b4b82,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:45,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:aa866c24-b047- 48a9- 91b0- 5fff26eb92a2,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:45,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:b824993b-b3ac- 4f12- 98ba- 460a37913a75,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:45,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:9db7a17f-b101- 4af4- 86d3- 2b47fcc2f9b9,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:45,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:a15c02ea-45f9- 4207- a5ef- 97144e5028a6,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:4e13a4a2-a398- 40d9- 86ac- 26bcd05a206a,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:76859d21-5273- 4eb5- 921b- 95ad76c95d9a,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:85dd3775-7acb- 4318- 8448- 19e284acf9b8,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:3cee9d2a-a43e- 405c- 85b8- 6ed3edc061b4,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:1f8fe81b-e294- 4237- bb9c- ebd60870aceb,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:aa8b5f23-165a- 49fc- b8ba- 0bc5a5ab13ab,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:00d0b392-0a70- 4e8e- af0f- 12a6d244c93b,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:cb511687-d97f- 4ffe- 8e91- 132e6dfd2e1e,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:46,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:601844ea-f0de- 46d5- 8744- 92ebc028cd2f,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:47,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:9f389351-54ef- 432a- 9acb- b8bf13a7ad0b,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:50,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:e01910cc-0d4e- 4e90- b790- c8dfdfefb0fd,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:51,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:3645f832-154d- 4689- 9b53- 09a078de18a5,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:51,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:dcc5374e-7a2b- 4199- b420- 9dc60c2b9438,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:51,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:df199547-1912- 467f- bc60- ac7ed9cbe679,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:51,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:9de32dfb-f03e- 4ce1- bfba- 470661b554e8,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:53,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:19db4a03-2d91- 46a6- 8c98- b2dac592c243,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:53,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
